Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SK0RS1662,7.6,10,WH1,2,,,,received,,PAID,,,
SK0RM1662,7.6,12,WH1,2,,,,received,,PAID,,,
SK0RL1662,7.6,12,WH1,2,,,,received,,PAID,,,
SK0RXL1662,7.6,8,WH1,2,,,,received,,PAID,,,
SKBBS1662,7.6,8,WH1,2,,,,received,,PAID,,,
SKBBM1662,7.6,10,WH1,2,,,,received,,PAID,,,
SKBBL1662,7.6,10,WH1,2,,,,received,,PAID,,,
SKBBXL1662,7.6,8,WH1,2,,,,received,,PAID,,,
SYBES5316,7.3,10,WH1,2,,,,received,,PAID,,,
SYBEM5316,7.3,10,WH1,2,,,,received,,PAID,,,
SYBEL5316,7.3,10,WH1,2,,,,received,,PAID,,,
SY0WS5316,7.3,10,WH1,2,,,,received,,PAID,,,
SY0WM5316,7.3,10,WH1,2,,,,received,,PAID,,,
SY0WL5316,7.3,10,WH1,2,,,,received,,PAID,,,
SY0PS5316,7.3,10,WH1,2,,,,received,,PAID,,,
SY0PM5316,7.3,10,WH1,2,,,,received,,PAID,,,
SY0PL5316,7.3,10,WH1,2,,,,received,,PAID,,,
CDCFS2266,9,8,WH1,2,,,,received,,PAID,,,
CDCFM2266,9,8,WH1,2,,,,received,,PAID,,,
CDCFL2266,9,8,WH1,2,,,,received,,PAID,,,
