Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SY0GS8920,3,5,WH1,2,,,,received,,PAID,,,
SY0GM8920,3,10,WH1,2,,,,received,,PAID,,,
SY0GL8920,3,10,WH1,2,,,,received,,PAID,,,
SY0GXL8920,3,10,WH1,2,,,,received,,PAID,,,
SYBBS8920,3,5,WH1,2,,,,received,,PAID,,,
SYBBM8920,3,10,WH1,2,,,,received,,PAID,,,
SYBBL8920,3,10,WH1,2,,,,received,,PAID,,,
SYBBXL8920,3,10,WH1,2,,,,received,,PAID,,,
SY0WS8920,3,5,WH1,2,,,,received,,PAID,,,
SY0WM8920,3,10,WH1,2,,,,received,,PAID,,,
SY0WL8920,3,10,WH1,2,,,,received,,PAID,,,
SY0WXL8920,3,5,WH1,2,,,,received,,PAID,,,
