Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
BRCFM7520,7520 M BRA,BR,UNIT,,10.99,1,,,,,,,,,,,,,,,,
BRCFL7520,7520 L BRA,BR,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SYCFS9116,9116 S SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYCFM9116,9116 M SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYCFL91116,9116 L SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYBBS1804,1804 BLACK S SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SYBBM1804,1804 BLACK M SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SYBES1804,1804 BLUE S SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SYBEM1804,1804 BLUE M SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SY0WS1804,1804 WHITE S SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SY0WM1804,1804 WHITE M SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
CDCFS1802,1802 S DRESS,CD,UNIT,,14.99,1,,,,,,,,,,,,,,,,
CDCFM1802,1802 M DRESS,CD,UNIT,,14.99,1,,,,,,,,,,,,,,,,
BR0RF7060,7060 RED BIKINI,BR,UNIT,,11.99,1,,,,,,,,,,,,,,,,
BR0YF7060,7060 YELLOW BIKINI,BR,UNIT,,11.99,1,,,,,,,,,,,,,,,,
BRBEF7060,7060 BLUE BIKINI,BR,UNIT,,11.99,1,,,,,,,,,,,,,,,,
BRDBF7060,7060 DARK BLUE BIKINI,BR,UNIT,,11.99,1,,,,,,,,,,,,,,,,
JK0GS1058,1058 GRAY S JACKET,JK,UNIT,,24.99,1,,,,,,,,,,,,,,,,
JK0GM1058,1058 GRAY M JACKET,JK,UNIT,,24.99,1,,,,,,,,,,,,,,,,
JK0GL1058,1058 GRAY L JACKET,JK,UNIT,,24.99,1,,,,,,,,,,,,,,,,
JKBBS1058,1058 BLACK S JACKET,JK,UNIT,,24.99,1,,,,,,,,,,,,,,,,
JKBBM1058,1058 BLACK M JACKET,JK,UNIT,,24.99,1,,,,,,,,,,,,,,,,
JKBBL1058,1058 BLACK L JACKET,JK,UNIT,,24.99,1,,,,,,,,,,,,,,,,
SKCFM8337,8337 M SKIRT,SK,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SKCFL8337,8337 L SKIRT,SK,UNIT,,14.99,1,,,,,,,,,,,,,,,,
