Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SY0PF5992,6,12,WH1,2,,,,received,,PAID,,,
SY0WF5992,6,12,WH1,2,,,,received,,PAID,,,
SYCFF1595,6,16,WH1,2,,,,received,,PAID,,,
JKCFS5205,6.2,10,WH1,2,,,,received,,PAID,,,
JKCFM5205,6.2,12,WH1,2,,,,received,,PAID,,,
JKCFL5205,6.2,12,WH1,2,,,,received,,PAID,,,
SYBEF9309,5.6,10,WH1,2,,,,received,,PAID,,,
SY0RF9309,5.6,12,WH1,2,,,,received,,PAID,,,
LJCFM1170,5.8,10,WH1,2,,,,received,,PAID,,,
LJCFL1170,5.8,10,WH1,2,,,,received,,PAID,,,
LJCFXL1170,5.8,10,WH1,2,,,,received,,PAID,,,
LJCFXXL1170,5.8,10,WH1,2,,,,received,,PAID,,,
JKCFF1038,10.5,10,WH1,2,,,,received,,PAID,,,
SYCFF5126,6,15,WH1,2,,,,received,,PAID,,,
LJCFS2964,6.6,10,WH1,2,,,,received,,PAID,,,
LJCFM2964,6.6,12,WH1,2,,,,received,,PAID,,,
LJCFL2964,6.6,12,WH1,2,,,,received,,PAID,,,
JKCFF8616,9,15,WH1,2,,,,received,,PAID,,,
