JKCFS1217,1
JKCFM1217,2
JKCFXS1217,1
JKCFL1217,1
SYCFL1379,1
SYCFM1379,1
SYCFS1379,1
JKCFM677,1
JKCFXL677,1
SYCFM1230,1
SYCFL1230,1
SYCFS1385,1
SYCFM1385,1
SYCFL1385,1
SYCFS8449,1
SYCFL8449,1
SYCFM8449,1
SY0018135,8
SY004551,4
SY0016082,1
SY0W6591,1
SY005943,2
SY0018621,6
SY0016591,3
SYCFM10519,1
SY001069,2
SY0R9192,4
SYBB9192,3
SY0P6230,3
SYBE7313,3
SYBE6230,2
SYBE5810,1
SYBB5056,4
SY0W8738,3
SY0G577,2
SY0Y577,1
SY0W577,1
SYBRL123,7
SYPPL123,2
SY0GL123,1
SYBB70806,1
SYBE70806,2
SYBRA628,1
SY0R81301,4
SY0P81301,6
SY0Y1082,2
SY0W81301,1
SY0G81301,1
SYBB5054,1
SY0RA655,4
SY00571152,3
SY0G1213,1
SY001033,4
SYBRA281,1
SYBE3251,3
SY00732,2
SY0W571078,2
SYBB571078,4
SY0C9605,5
SYGG6038,1
SYBB6001,1
SYBBL92,2
SYBE6591,1
SYBE9605,6
SY0Y9605,6
SY0GL92,1
SY00171076,2
SY001504,3
SY00706,1
CD0G5655,1
SY0W2413,1
JK006111,1
CD0C171063,2
CDBE9989,1
CDBB9989,2
CDBE1666,1
CDGG1666,2
SY002982,4
JK009076,2
JKGG5718,3
SY0RF81281,2
SY0WF81281,4
JKCFS156,2
SYBEL8208,1
SYBEM8208,1
SY0WL8208,1
SY0WM8208,1
SY0WS8208,1
JKCFL156,1
JKCFXS156,1
JKCFM156,1
SY00A65,2
SY0RA672,1
SYBE1703,1
SY0G6018,1
SY0G7005,2
SY0C1673,2
SYBE5053,1
SY0W1018,1
SY0P607,3
SY0P3211,6
SYBB3211,2
SY007323,2
SY006111,1
SYCFF3034,4
SY009881,5
SYBE171012,1
SYBEF10518,1
SY0030170,4
SY0062032,2
SYCFF9422,2
SYCFL58809,1
SYCFM58809,1
SYCFXL58236,2
SYCFS58291,2
SYCFL58291,3
SYCFXL58291,1
SYCFM58291,1
SYCFXL58267,2
SYCFXL58298,2
SYCFS58298,1
SYCFXL58820,1
SYCFS58820,2
SYCFL58817,2
SYCFM58817,1
SYCFXL58817,2
SYCFXL58808,1
SYBBM9979,1
SYBBL9979,2
SY0RL9979,2
SY0PS8803,1
SY0PL8803,3
SY0GM8639,1
SY0WS8639,2
SY0WM8639,1
SY0WL8639,1
SYBEF6770,2
SY0RF6770,2
SY0CF6770,3
SY0RF81285,2
SYBEF88116,3
SY0WF31280,6
SY0GF31280,3
SYBBF31280,4
JK002206,2
JK0016440,2
JK0010023,2
JK0G916,2
JK0GF916,2
JKBE1288,1
JK0WF916,2
JKBBF916,2
SYBB70737,1
JKPP314,1
JKBBS6381,1
JK008811,1
JK009741,3
SY001644,1
JKCFS8959,1
JKDB10287,4
JKDBM1995,2
JKBEM1995,3
JKDBS1995,1
JKBES1995,1
JKCFS6573,5
JKCFM6573,1
JK0055077,3
SY0GXL8920,2
SYBBXL8920,1
SY0WXL8920,2
SY0WFT320,3
SY0GFT320,4
SY0PF920,3
SY0WFT615,6
SY0WF317,4
SYBEFT615,3
SY0PF317,1
SYBBF317,3
SY0GF319,1
SYBBF319,8
SYBEM171027,2
SYBES171027,1
SYPPS171027,2
SYPPM171027,1
SY0WM173060,3
SYBRM173060,1
SYBRS173060,2
SYCFM1751,2
SYCFS1751,2
SYCFS9591,2
SYCFL9591,2
SYCFM9591,1
SYCFXL58819,3
SYCFXL58021,1
SY0016092,3
SY0W0662,1
CD00401,2
CT000144,1
SY003159,1
CD000099,1
SYBB10847,1
CS000104,1
CD001186,3
CD001603,3
CDBB7703,2
CD004072,2
JS004700,2
SS005025,1
CD0030033,1
SS006605,1
CD00562,1
CD006910,2
SYGG7001,1
JP009403,1
SY0070827,1
SY00672,3
SY008873,3
SYBB60177,2
SYBB9160,1
SY0072035,1
SY001298,8
SY0R9221,1
SY006595,1
SY009224,2
SYBE9221,1
SYBE9227,1
SY0PA7793,3
SY009223,1
SY0C6008,1
SY0G5655,1
SY001526,1
SYBE571128,1
SY0P5655,1
SY001621,2
SY0W6169,1
SY0G6169,2
SY0Y6169,2
SY005805,1
SY0W4001,1
SYBEA7790,1
SY0W66177,1
CD008308,3
CD0R17030,2
CDBB17030,3
CD005138,1
CD0R10268,2
CDBB10268,3
CD008279,5
CD0010219,1
CD00A1709,2
CD008774,1
SY001417,2
CD001303,4
CD001583,1
CD001581,2
CDBB171139,1
JK0GXL1303,1
JK0PL1303,1
JK0RM96,1
JK0RL96,3
JK0RXXL96,1
JK0GXL1302,1
JK0GL1302,1
JK0PXL1302,2
JK0PL1302,1
JKDBXL96,1
JKDBXXL96,2
JK0GL96,1
JK0GXL96,2
JK0GXXL96,1
SYDBM1828,2
SY0RL1828,1
SY0RM1828,1
SYBBL1846,2
SYBBM1846,2
SYBBM7990,5
SYBBL7990,1
SY0WL7990,4
SY0WM7990,2
SY0WM7992,2
SY0WL7992,2
SY0WM1733,1
SY0WL1733,2
SYBBM7992,2
SYBBL7992,1
SYBBM1733,3
SY0WM1848,2
SY0WL1848,2
SY0GM1848,1
SY0GL1848,1
SYBEL1848,4
SYCFXS1230,1
CDCFF8728,2
CDCFM7358,1
CDCFS7358,1
CDCFL7358,1
CD0066306,1
CD007077,1
CD002463,1
CD006875,3
CD009720,1
CDCFXS643,1
CDCFS643,1
CDCFM643,1
CDCFM1076,2
CDCFS1076,1
CDCFL1076,1
CDCFM8344,2
CDCFL8344,2
CDCFS8344,1
CD0066289,2
CD007090,1
CD00609501,1
CD0010901,1
CD0P10226,6
CDBE10226,6
CD009010,3
CD007180,2
CD006719,2
CD009727,1
CD0W6838,1
CDBB6838,1
CDBR8259,1
CDBB6631,1
CD006647,2
CD0W6631,1
CD005260,2
CD006884,3
SS009656,1
JS0RW821,2
JSBBW821,2
JS00W825,3
CD009719,1
JS004382,1
SY0W8630,3
SY0P8630,3
SY0O8630,4
SYBB8630,3
PJ0PM28,1
PJ0SM181,1
PJ0SM28,1
PJBEF81,1
PJ008102,1
PJ001218,1
PJCFM180,1
LCSS01,1
PJ0B8503,2
CDCFXL69010,2
CDCFF68682,1
CDCFM69007,1
