Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
LPBBS1560,7,10,WH1,2,,,,received,,PAID,,,
LPBBM1560,7,10,WH1,2,,,,received,,PAID,,,
LPBBL1560,7,10,WH1,2,,,,received,,PAID,,,
LPBBXL1560,7,5,WH1,2,,,,received,,PAID,,,
SYCFM1751,5.9,10,WH1,2,,,,received,,PAID,,,
SYCFS1751,5.9,10,WH1,2,,,,received,,PAID,,,
CDBBS8908,5.9,10,WH1,2,,,,received,,PAID,,,
CDBBM8908,5.9,10,WH1,2,,,,received,,PAID,,,
CDBBL8908,5.9,10,WH1,2,,,,received,,PAID,,,
JK0WF6381,7,25,WH1,2,,,,received,,PAID,,,
JKBBF6381,7,25,WH1,2,,,,received,,PAID,,,
CDCFS6984,7.2,10,WH1,2,,,,received,,PAID,,,
CDCFM6984,7.2,10,WH1,2,,,,received,,PAID,,,
CDCFL6984,7.2,5,WH1,2,,,,received,,PAID,,,
