Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
CDCFS8082,8082  S DRESS,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
CDCFM8082,8082 M DRESS,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
CDCFL8082,8082 L DRESS,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SYCFS8020,8020 S SHIRT,SY,UNIT,,18.99,1,,,,,,,,,,,,,,,,
SYCFM8020,8020 M SHIRT,SY,UNIT,,18.99,1,,,,,,,,,,,,,,,,
SYCFL8020,8020 L SHIRT,SY,UNIT,,18.99,1,,,,,,,,,,,,,,,,
SYCFXL8020,8020 XL SHIRT,SY,UNIT,,18.99,1,,,,,,,,,,,,,,,,
CDCFS918,918 S DRESS,CD,UNIT,,20.99,1,,,,,,,,,,,,,,,,
CDCFM918,918 M DRESS,CD,UNIT,,20.99,1,,,,,,,,,,,,,,,,
CDCFL918,918 L DRESS,CD,UNIT,,20.99,1,,,,,,,,,,,,,,,,
CDCFS399,399 S DRESS,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
CDCFM399,399 M DRESS,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
CDCFL399,399 L DRESS,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SYCFM970,970 M SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SYCFL970,970 L SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
