"Product Code","Product Name",Variant,Expected,Counted
abc,ABC,,5.0000,
CD1,CD1,,0.0000,
CD10,CD10,,3.0000,
CD11,CD11,,11.0000,
CD12,CD12,,12.0000,
CD13,CD13,,47.0000,
CD14,CD14,,2.0000,
CD15,CD15,,3.0000,
CD16,CD16,,0.0000,
CD17,CD17,,2.0000,
CD18,CD18,,2.0000,
CD19,CD19,,2.0000,
CD2,CD2,,0.0000,
CD20,CD20,,0.0000,
CD3,CD3,,0.0000,
CD4,CD4,,0.0000,
CD5,CD5,,2.0000,
CD6,CD6,,2.0000,
CD7,CD7,,2.0000,
CD8,CD8,,2.0000,
CD9,CD9,,2.0000,
pepsi,Pepsi,,5.0000,
SY1,SY1,,0.0000,
