Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SYBBFT723,3,20,WH1,2,,,,received,,PAID,,,
SY0RFT723,3,26,WH1,2,,,,received,,PAID,,,
SYBEF388,3.9,16,WH1,2,,,,received,,PAID,,,
SY0WF388,3.9,16,WH1,2,,,,received,,PAID,,,
SY0PF388,3.9,14,WH1,2,,,,received,,PAID,,,
SY0WFT320,2.4,5,WH1,2,,,,received,,PAID,,,
SY0GFT320,2.4,17,WH1,2,,,,received,,PAID,,,
SY0PF920,3.4,20,WH1,2,,,,received,,PAID,,,
SY0CF920,3.4,20,WH1,2,,,,received,,PAID,,,
SY0GF319,2.4,30,WH1,2,,,,received,,PAID,,,
SYBBF319,2.4,10,WH1,2,,,,received,,PAID,,,
SYPPFT928,3.9,12,WH1,2,,,,received,,PAID,,,
SYDBFT928,3.9,12,WH1,2,,,,received,,PAID,,,
SYBEFT928,3.9,12,WH1,2,,,,received,,PAID,,,
SY0GFT928,3.9,12,WH1,2,,,,received,,PAID,,,
SYBBFT809,3,20,WH1,2,,,,received,,PAID,,,
SY0WFT809,3,20,WH1,2,,,,received,,PAID,,,
SY0GFT809,3,20,WH1,2,,,,received,,PAID,,,
JKBEFT995,5.3,14,WH1,2,,,,received,,PAID,,,
JKBRFT995,5.3,14,WH1,2,,,,received,,PAID,,,
