Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
LJBES2936,5.1,10,WH1,2,,,,received,,PAID,,,
LJBEM2936,5.1,10,WH1,2,,,,received,,PAID,,,
LJBEL2936,5.1,10,WH1,2,,,,received,,PAID,,,
JKCFM8959,7.2,1,WH1,2,,,,received,,PAID,,,
JKCFS8959,7.2,19,WH1,2,,,,received,,PAID,,,
LJBES1129,5.8,10,WH1,2,,,,received,,PAID,,,
LJBEM1129,5.8,10,WH1,2,,,,received,,PAID,,,
LJBEL1129,5.8,10,WH1,2,,,,received,,PAID,,,
LJBES1153,6.3,10,WH1,2,,,,received,,PAID,,,
LJBEM1153,6.3,10,WH1,2,,,,received,,PAID,,,
LJBEL1153,6.3,10,WH1,2,,,,received,,PAID,,,
LJBES2261,6,10,WH1,2,,,,received,,PAID,,,
LJBEM2261,6,10,WH1,2,,,,received,,PAID,,,
LJBEL2261,6,10,WH1,2,,,,received,,PAID,,,
LJBEXL2261,6,10,WH1,2,,,,received,,PAID,,,
SY009137,5.3,30,WH1,2,,,,received,,PAID,,,
