Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
CDCFF8085,4.5,12,WH1,2,,,,received,,PAID,,,
CDCFS238,5.5,10,WH1,2,,,,received,,PAID,,,
CDCFM238,5.5,12,WH1,2,,,,received,,PAID,,,
CDCFL238,5.5,10,WH1,2,,,,received,,PAID,,,
SYCFM9906,5,12,WH1,2,,,,received,,PAID,,,
SYCFL9906,5,12,WH1,2,,,,received,,PAID,,,
CDCFM282,4.7,12,WH1,2,,,,received,,PAID,,,
CDCFL282,4.7,12,WH1,2,,,,received,,PAID,,,
CDCFXL282,4.7,12,WH1,2,,,,received,,PAID,,,
SY0OM294,5.5,12,WH1,2,,,,received,,PAID,,,
SY0OL294,5.5,12,WH1,2,,,,received,,PAID,,,
SYGGM294,5.5,10,WH1,2,,,,received,,PAID,,,
SYGGL294,5.5,10,WH1,2,,,,received,,PAID,,,
SY0RF9905,4.2,12,WH1,2,,,,received,,PAID,,,
SYBBF9905,4.2,12,WH1,2,,,,received,,PAID,,,
SY0WF6504,5.3,12,WH1,2,,,,received,,PAID,,,
SYGGF6504,5.3,12,WH1,2,,,,received,,PAID,,,
SY0RS340,4.2,12,WH1,2,,,,received,,PAID,,,
SY0RM340,4.2,12,WH1,2,,,,received,,PAID,,,
SY0RL340,4.2,12,WH1,2,,,,received,,PAID,,,
SYBBS340,4.2,10,WH1,2,,,,received,,PAID,,,
SYBBM340,4.2,12,WH1,2,,,,received,,PAID,,,
SYBBL340,4.2,12,WH1,2,,,,received,,PAID,,,
