Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SYBE171019,5.1,40,WH1,2,,,,received,,PAID,,,
SY0W171019,5.1,40,WH1,2,,,,received,,PAID,,,
SY00171076,6,15,WH1,2,,,,received,,PAID,,,
CDBB171123,6.7,11,WH1,2,,,,received,,PAID,,,
CD0G171123,6.7,14,WH1,2,,,,received,,PAID,,,
SYDB171012,4.9,13,WH1,2,,,,received,,PAID,,,
SYBE171012,4.9,25,WH1,2,,,,received,,PAID,,,
CD00171063,6.7,11,WH1,2,,,,received,,PAID,,,
SY00171137,5.2,7,WH1,2,,,,received,,PAID,,,
CDBB171139,6,20,WH1,2,,,,received,,PAID,,,
CD0C171139,6,20,WH1,2,,,,received,,PAID,,,
SYBB171128,5.1,27,WH1,2,,,,received,,PAID,,,
SY0G171128,5.1,23,WH1,2,,,,received,,PAID,,,
SK00171033,4.5,14,WH1,2,,,,received,,PAID,,,
SK0G171088,4.3,35,WH1,2,,,,received,,PAID,,,
SKBB171088,4.3,30,WH1,2,,,,received,,PAID,,,
SK00171187,4.3,30,WH1,2,,,,received,,PAID,,,
SKBE165129,4.9,25,WH1,2,,,,received,,PAID,,,
SKBB165129,4.9,15,WH1,2,,,,received,,PAID,,,
SK00600367,2,26,WH1,2,,,,received,,PAID,,,
SK0071021,7.2,20,WH1,2,,,,received,,PAID,,,
SY00571012,5,15,WH1,2,,,,received,,PAID,,,
SY00571128,4.5,15,WH1,2,,,,received,,PAID,,,
SY00571078,3.3,27,WH1,2,,,,received,,PAID,,,
LJ00571028,5.8,20,WH1,2,,,,received,,PAID,,,
SY00571150,4.3,29,WH1,2,,,,received,,PAID,,,
LP0G571168,5.1,30,WH1,2,,,,received,,PAID,,,
LPBB571168,5.1,30,WH1,2,,,,received,,PAID,,,
SY00571152,3.5,31,WH1,2,,,,received,,PAID,,,
SH0072106,3.4,15,WH1,2,,,,received,,PAID,,,
