Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
CD0PS10811,10811 PINK S DRESS,CD,UNIT,,38.99,1,,,,,,,,,,,,,,,,
CD0PM10811,10811 PINK M DRESS,CD,UNIT,,38.99,1,,,,,,,,,,,,,,,,
CD0CS10811,10811 CREAM S DRESS,CD,UNIT,,38.99,1,,,,,,,,,,,,,,,,
CD0CM10811,10811 CREAM M DRESS,CD,UNIT,,38.99,1,,,,,,,,,,,,,,,,
CD0CL10811,10811 CREAM L DRESS,CD,UNIT,,38.99,1,,,,,,,,,,,,,,,,
CD0PS10812,10812 PINK S DRESS,CD,UNIT,,38.99,1,,,,,,,,,,,,,,,,
CD0PM10812,10812 PINK M DRESS,CD,UNIT,,38.99,1,,,,,,,,,,,,,,,,
CD0CS10812,10812 CREAM S DRESS,CD,UNIT,,38.99,1,,,,,,,,,,,,,,,,
CD0CM10812,10812 CREAM M DRESS,CD,UNIT,,38.99,1,,,,,,,,,,,,,,,,
CDCFS1078,1078 S DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CDCFM1078,1078 M DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0CS1079,1079 CREAM S DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0CM1079,1079 CREAM M DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0SS1079,1079 SILVER S DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0SM1079,1079 SILVER M DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0SL1079,1079 SILVER L DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0SS1623,1623 SILVER S DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0SM1623,1623 SILVER M DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0PS1623,1623 PINK S DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0PM1623,1623 PINK M DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0PL1623,1623 PINK L DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CDBES1623,1623 BLUE S DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CDBEM1623,1623 BLUE M DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CDBEL1623,1623 BLUE L DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0CS1623,1623 CREAM S DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0CM1623,1623 CREAM M DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0CL1623,1623 CREAM L DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
