Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
SYCFS574,574 S SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SYCFM574,574 M SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SYCFL574,574 L SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
CDCFS8743,8743 S DRESS,CD,UNIT,,18.99,1,,,,,,,,,,,,,,,,
CDCFM8743,8743 M DRESS,CD,UNIT,,18.99,1,,,,,,,,,,,,,,,,
CDCFL8743,8743 L DRESS,CD,UNIT,,18.99,1,,,,,,,,,,,,,,,,
SYCFS698,698 S SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYCFM698,698 M SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYCFL698,698 L SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYCFS800,800 S SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SYCFM800,800 M SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SYCFL800,800 L SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
CDCFS1093,1093 S DRESS,CD,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CDCFM1093,1093 M DRESS,CD,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CDCFL1093,1093 L DRESS,CD,UNIT,,19.99,1,,,,,,,,,,,,,,,,
SYCFS8190,8190 S SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SYCFM8190,8190 M SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SYCFL8190,8190 L SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
