Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
LP0GM1864,1864 GRAY M PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LP0GL1864,1864 GRAY L PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LPBEM1864,1864 BLUE M PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LPBEL1864,1864 BLUE L PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LPCFS1865,1865 S PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LPCFM1865,1865 M PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LPCFL1865,1865 L PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SKCFM351,351 M SKIRT,SK,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SKCFL351,351 L SKIRT,SK,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SK0PF1866,1866 PINK SKIRT,SK,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SKBBF1866,1866 BLACK SKIRT,SK,UNIT,,12.99,1,,,,,,,,,,,,,,,,
LP0GS1867,1867 GRAY S PANT,LP,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LP0GM1867,1867 GRAY M PANT,LP,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LP0GL1867,1867 GRAY L PANT,LP,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LP0GXL1867,1867 GRAY XL PANT,LP,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LPBBS1867,1867 BLACK S PANT,LP,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LPBBM1867,1867 BLACK M PANT,LP,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LPBBL1867,1867 BLACK L PANT,LP,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LPBBXL1867,1867 BLACK XL PANT,LP,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SY0PF1868,1868 PINK SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SKGGS1869,1869 GREEN S SKIRT,SK,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SKGGM1869,1869 GREEN M SKIRT,SK,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SKGGL1869,1869 GREEN L SKIRT,SK,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SK0GS1869,1869 GRAY S SKIRT,SK,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SK0GM1869,1869 GRAY M SKIRT,SK,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SK0GL1869,1869 GRAY L SKIRT,SK,UNIT,,14.99,1,,,,,,,,,,,,,,,,
