Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
CDCFS1679,1679 S DRESS,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
CDCFM1679,1679 M DRESS,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
CDCFL1679,1679 L DRESS,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SYCFF2172,2172 SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
CDCFS5102,5102 S DRESS,CD,UNIT,,20.99,1,,,,,,,,,,,,,,,,
CDCFM5102,5102 M DRESS,CD,UNIT,,20.99,1,,,,,,,,,,,,,,,,
CDCFL5102,5102 L DRESS,CD,UNIT,,20.99,1,,,,,,,,,,,,,,,,
CDCFS6112,6112 S DRESS,CD,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CDCFM6112,6112 M DRESS,CD,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CDCFL6112,6112 L DRESS,CD,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CDCFS8862,8862 S DRESS,CD,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CDCFM8862,8862 M DRESS,CD,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CDCFL8862,8862 L DRESS,CD,UNIT,,19.99,1,,,,,,,,,,,,,,,,
