Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
LPCFXL398,398 XL PANT,LP,UNIT,,17.99,1,,,,,,,,,,,,,,,,
LPCFM398,398 M PANT,LP,UNIT,,17.99,1,,,,,,,,,,,,,,,,
LPCFL398,398 L PANT,LP,UNIT,,17.99,1,,,,,,,,,,,,,,,,
LPCFS1753,1753 S PANT,LP,UNIT,,18.99,1,,,,,,,,,,,,,,,,
LPCFM1753,1753 M PANT,LP,UNIT,,18.99,1,,,,,,,,,,,,,,,,
LPCFL1753,1753 L PANT,LP,UNIT,,18.99,1,,,,,,,,,,,,,,,,
LPCFXL1753,1753 XL PANT,LP,UNIT,,18.99,1,,,,,,,,,,,,,,,,
LPCFS1755,1755 S PANT,LP,UNIT,,18.99,1,,,,,,,,,,,,,,,,
LPCFM1755,1755 M PANT,LP,UNIT,,18.99,1,,,,,,,,,,,,,,,,
LPCFL1755,1755 L PANT,LP,UNIT,,18.99,1,,,,,,,,,,,,,,,,
LPCFXL1755,1755 XL PANT,LP,UNIT,,18.99,1,,,,,,,,,,,,,,,,
