Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
PJ0PM28,3.7,7,WH1,2,,16/11/2017,1,received,,paid,,,
PJ0PL28,3.7,3,WH1,2,,16/11/2017,1,received,,paid,,,
PJBEM28,3.7,7,WH1,2,,16/11/2017,1,received,,paid,,,
PJBEL28,3.7,3,WH1,2,,16/11/2017,1,received,,paid,,,
PJ0SM28,3.7,7,WH1,2,,16/11/2017,1,received,,paid,,,
PJ0SL28,3.7,3,WH1,2,,16/11/2017,1,received,,paid,,,
PJ0PF81,5.5,3,WH1,2,,16/11/2017,1,received,,paid,,,
PJBEF81,5.5,5,WH1,2,,16/11/2017,1,received,,paid,,,
PJCFM180,5.5,7,WH1,2,,16/11/2017,1,received,,paid,,,
PJCFL180,5.5,2,WH1,2,,16/11/2017,1,received,,paid,,,
PJ0SM181,5,6,WH1,2,,16/11/2017,1,received,,paid,,,
PJ0SL181,5,4,WH1,2,,16/11/2017,1,received,,paid,,,
PJ0PM181,5,7,WH1,2,,16/11/2017,1,received,,paid,,,
PJ0PL181,5,2,WH1,2,,16/11/2017,1,received,,paid,,,
PJCFM182,6,5,WH1,2,,16/11/2017,1,received,,paid,,,
PJCFL182,6,4,WH1,2,,16/11/2017,1,received,,paid,,,
PJ0PM8552,6,7,WH1,2,,16/11/2017,1,received,,paid,,,
PJ0PL8552,6,3,WH1,2,,16/11/2017,1,received,,paid,,,
PJBEM8552,6,7,WH1,2,,16/11/2017,1,received,,paid,,,
PJBEL8552,6,3,WH1,2,,16/11/2017,1,received,,paid,,,
