Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
BG0G85001,6,12,WH1,2,,,,received,,PAID,,,
BGBE85001,6,12,WH1,2,,,,received,,PAID,,,
BG0G85001U,6,12,WH1,2,,,,received,,PAID,,,
BGBB85001,6,12,WH1,2,,,,received,,PAID,,,
BGBB7002U,6,12,WH1,2,,,,received,,PAID,,,
BG0G7002U,6,12,WH1,2,,,,received,,PAID,,,
BGDG7014U,6.7,10,WH1,2,,,,received,,PAID,,,
BG0G7014U,6.7,10,WH1,2,,,,received,,PAID,,,
BGBB7014U,6.7,10,WH1,2,,,,received,,PAID,,,
BG0G8118,9,12,WH1,2,,,,received,,PAID,,,
BGBB8118,9,12,WH1,2,,,,received,,PAID,,,
BG0G85002U,6,12,WH1,2,,,,received,,PAID,,,
BGBB85002U,6,12,WH1,2,,,,received,,PAID,,,
