Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
CD0R9395,9395 RED DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CDBE9395,9395 BLUE DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0P9395,9395 PINK DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CDPP9395,9395 PURPLE DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0S9395,9395 SILVER DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0G9395,9395 GOLD DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CDDBE9395,9395 DARK BLUE DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CDPP9396,9396 PURPLE DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CDDB9396,9396 DARK BLUE DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0P9396,9396 PINK DRESS,CD,UNIT,,34.99,1,,,,,,,,,,,,,,,,
CD0G9397,9397 GOLD DRESS,CD,UNIT,,39.99,1,,,,,,,,,,,,,,,,
CDBE9397,9397 BLUE DRESS,CD,UNIT,,39.99,1,,,,,,,,,,,,,,,,
