Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SYBEF1701,3,20,WH1,2,,,,received,,PAID,,,
SYBBF1701,3,20,WH1,2,,,,received,,PAID,,,
SY0WF1701,3,20,WH1,2,,,,received,,PAID,,,
SY0GF110,3.5,20,WH1,2,,,,received,,PAID,,,
SYPPF110,3.5,20,WH1,2,,,,received,,PAID,,,
SYBEF110,3.5,20,WH1,2,,,,received,,PAID,,,
SYBBF110,3.5,20,WH1,2,,,,received,,PAID,,,
SYGGF110,3.5,20,WH1,2,,,,received,,PAID,,,
SY0PF110,3.5,20,WH1,2,,,,received,,PAID,,,
SY0CF110,3.5,20,WH1,2,,,,received,,PAID,,,
SY0WF110,3.5,20,WH1,2,,,,received,,PAID,,,
SYGGF7312,2,20,WH1,2,,,,received,,PAID,,,
SYBBF8412,3.4,10,WH1,2,,,,received,,PAID,,,
SY0WF8412,3.4,10,WH1,2,,,,received,,PAID,,,
SY0WF6127,2.2,20,WH1,2,,,,received,,PAID,,,
SYBBF6127,2.2,20,WH1,2,,,,received,,PAID,,,
