Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SY0RF3170,1.3,10,WH1,2,,,,received,,PAID,,,
SY0YF3170,1.3,10,WH1,2,,,,received,,PAID,,,
SYGGF3170,1.3,10,WH1,2,,,,received,,PAID,,,
SY0PF3170,1.3,20,WH1,2,,,,received,,PAID,,,
SYBEF3170,1.3,20,WH1,2,,,,received,,PAID,,,
SY0RF3171,1.3,10,WH1,2,,,,received,,PAID,,,
SY0PF3171,1.3,14,WH1,2,,,,received,,PAID,,,
SYBBF3171,1.3,7,WH1,2,,,,received,,PAID,,,
SYDBF3171,1.3,16,WH1,2,,,,received,,PAID,,,
SY0GF3171,1.3,9,WH1,2,,,,received,,PAID,,,
SYBEF1701,2.9,20,WH1,2,,,,received,,PAID,,,
SYBBF1701,2.9,20,WH1,2,,,,received,,PAID,,,
SY0WF1701,2.9,20,WH1,2,,,,received,,PAID,,,
SYBEF110,3.5,16,WH1,2,,,,received,,PAID,,,
SYBBF110,3.5,16,WH1,2,,,,received,,PAID,,,
SY0PF110,3.5,16,WH1,2,,,,received,,PAID,,,
SY0WF110,3.5,16,WH1,2,,,,received,,PAID,,,
SY0CF3172,4,20,WH1,2,,,,received,,PAID,,,
SYBBF3172,4,20,WH1,2,,,,received,,PAID,,,
SYGGF3172,4,20,WH1,2,,,,received,,PAID,,,
SY0PF3172,4,20,WH1,2,,,,received,,PAID,,,
SY0WF3172,4,20,WH1,2,,,,received,,PAID,,,
SY0GF3173,1.3,20,WH1,2,,,,received,,PAID,,,
SY0CF3173,1.3,14,WH1,2,,,,received,,PAID,,,
SYBEF3174,3.5,20,WH1,2,,,,received,,PAID,,,
SY0WF3174,3.5,20,WH1,2,,,,received,,PAID,,,
SYBBF3174,3.5,20,WH1,2,,,,received,,PAID,,,
SY0PF3174,3.5,20,WH1,2,,,,received,,PAID,,,
SYBEF3175,4.4,16,WH1,2,,,,received,,PAID,,,
SYDBF3175,4.4,18,WH1,2,,,,received,,PAID,,,
SYBBF3175,4.4,18,WH1,2,,,,received,,PAID,,,
SY0PF3175,4.4,14,WH1,2,,,,received,,PAID,,,
SYBBF7312,2,20,WH1,2,,,,received,,PAID,,,
