Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
SYBBFT723,T723 BLACK SHIRT,SY,UNIT,,8.5,1,,,,,,,,,,,,,,,,
SY0RFT723,T723 RED SHIRT,SY,UNIT,,8.5,1,,,,,,,,,,,,,,,,
LPBEFT330,T330 BLUE PANT,LP,UNIT,,13.99,1,,,,,,,,,,,,,,,,
LP0PFT330,T330 PINK PANT,LP,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0GF319,319 GRAY SHIRT,SY,UNIT,,8.5,1,,,,,,,,,,,,,,,,
SYBBF319,319 BLACK SHIRT,SY,UNIT,,8.5,1,,,,,,,,,,,,,,,,
SY0WF319,319 WHITE SHIRT,SY,UNIT,,8.5,1,,,,,,,,,,,,,,,,
SY0RF319,319 RED SHIRT,SY,UNIT,,8.5,1,,,,,,,,,,,,,,,,
SYBBF317,317 BLACK SHIRT,SY,UNIT,,8.5,1,,,,,,,,,,,,,,,,
SY0WF317,317 WHITE SHIRT,SY,UNIT,,8.5,1,,,,,,,,,,,,,,,,
SY0PF317,317 PINK SHIRT,SY,UNIT,,8.5,1,,,,,,,,,,,,,,,,
LPCFM557,557 M PANT,LP,UNIT,,12.99,1,,,,,,,,,,,,,,,,
LPCFL557,557 L PANT,LP,UNIT,,12.99,1,,,,,,,,,,,,,,,,
LPCFXL557,557 XL PANT,LP,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SY0GFT320,T320 GRAY SHIRT,SY,UNIT,,7.99,1,,,,,,,,,,,,,,,,
SY0WFT320,T320 WHITE SHIRT,SY,UNIT,,7.99,1,,,,,,,,,,,,,,,,
SYBEFT615,T615 BLUE SHIRT,SY,UNIT,,7.99,1,,,,,,,,,,,,,,,,
SYBBFT615,T615 BLACK SHIRT,SY,UNIT,,7.99,1,,,,,,,,,,,,,,,,
SY0WFT615,T615 WHITE SHIRT,SY,UNIT,,7.99,1,,,,,,,,,,,,,,,,
SY0GFT390,T390 GRAY SHIRT,SY,UNIT,,7.99,1,,,,,,,,,,,,,,,,
SY0WFT390,T390 WHITE SHIRT,SY,UNIT,,7.99,1,,,,,,,,,,,,,,,,
SY0CF920,920 COFFEE SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SY0PF920,920 PINK SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SJDBST830,T830 DARK BLUE S JEAN,SJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SJDBMT830,T830 DARK BLUE M JEAN,SJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SJDBLT830,T830 DARK BLUE L JEAN,SJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SJDBSLT830,T830 DARK BLUE XL JEAN,SJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SJBEST830,T830 BLUE S JEAN,SJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SJBEMT830,T830 BLUE M JEAN,SJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SJBELT830,T830 BLUE M JEAN,SJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SJBEXLT830,T830 BLUE XL JEAN,SJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
