Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
SYCFS3010,3010 S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYCFM3010,3010 M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYCFL3010,3010 L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYCFXL3010,3010 XL SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYCFS3011,3011 S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYCFM3011,3011 M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYCFL3011,3011 L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYCFXL3011,3011 XL SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
JKGGS3048,3048 GREEN S JACKET,JK,UNIT,,17.99,1,,,,,,,,,,,,,,,,
JKGGM3048,3048 GREEN M JACKET,JK,UNIT,,17.99,1,,,,,,,,,,,,,,,,
JKGGL3048,3048 GREEN L JACKET,JK,UNIT,,17.99,1,,,,,,,,,,,,,,,,
JKBBS3048,3048 BLACK S JACKET,JK,UNIT,,17.99,1,,,,,,,,,,,,,,,,
JKBBM3048,3048 BLACK M JACKET,JK,UNIT,,17.99,1,,,,,,,,,,,,,,,,
JKBBL3048,3048 BLACK L JACKET,JK,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SYBBS3049,3049 BLAKC S SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SYBBM3049,3049 BLACK M SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SYBBL3049,3049 BLACK L SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY0CS3049,3049 CREAM S SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY0CM3049,3049 CREAM M SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY0CL3049,3049 CREAM L SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SYCFS3051,3051 S SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SYCFM3051,3051 M SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
