Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SYBBF6315,5.6,12,WH1,2,,,,received,,PAID,,,
SY0WF6315,5.6,12,WH1,2,,,,received,,PAID,,,
SY0WM8925,7.2,12,WH1,2,,,,received,,PAID,,,
SY0WL8925,7.2,12,WH1,2,,,,received,,PAID,,,
SY0PM8925,7.2,12,WH1,2,,,,received,,PAID,,,
SY0PL8925,7.2,12,WH1,2,,,,received,,PAID,,,
SY0GM8923,6.4,12,WH1,2,,,,received,,PAID,,,
SY0GL8923,6.4,12,WH1,2,,,,received,,PAID,,,
SY0RM8923,6.4,12,WH1,2,,,,received,,PAID,,,
SY0RL8923,6.4,12,WH1,2,,,,received,,PAID,,,
SYBBF1026,6,10,WH1,2,,,,received,,PAID,,,
SY0RF1026,6,10,WH1,2,,,,received,,PAID,,,
