Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
BRCFM7520,5.5,10,WH1,2,,,,received,,PAID,,,
BRCFL7520,5.5,10,WH1,2,,,,received,,PAID,,,
SYCFS9116,6.3,10,WH1,2,,,,received,,PAID,,,
SYCFM9116,6.3,10,WH1,2,,,,received,,PAID,,,
SYCFL91116,6.3,10,WH1,2,,,,received,,PAID,,,
SYBBS1804,4.9,10,WH1,2,,,,received,,PAID,,,
SYBBM1804,4.9,10,WH1,2,,,,received,,PAID,,,
SYBES1804,4.9,10,WH1,2,,,,received,,PAID,,,
SYBEM1804,4.9,10,WH1,2,,,,received,,PAID,,,
SY0WS1804,4.9,10,WH1,2,,,,received,,PAID,,,
SY0WM1804,4.9,10,WH1,2,,,,received,,PAID,,,
CDCFS1802,6.5,10,WH1,2,,,,received,,PAID,,,
CDCFM1802,6.5,10,WH1,2,,,,received,,PAID,,,
BR0RF7060,5.6,6,WH1,2,,,,received,,PAID,,,
BR0YF7060,5.6,6,WH1,2,,,,received,,PAID,,,
BRBEF7060,5.6,6,WH1,2,,,,received,,PAID,,,
BRDBF7060,5.6,6,WH1,2,,,,received,,PAID,,,
JK0GS1058,12.3,8,WH1,2,,,,received,,PAID,,,
JK0GM1058,12.3,8,WH1,2,,,,received,,PAID,,,
JK0GL1058,12.3,8,WH1,2,,,,received,,PAID,,,
JKBBS1058,12.3,8,WH1,2,,,,received,,PAID,,,
JKBBM1058,12.3,8,WH1,2,,,,received,,PAID,,,
JKBBL1058,12.3,8,WH1,2,,,,received,,PAID,,,
SKCFM8337,6.7,10,WH1,2,,,,received,,PAID,,,
SKCFL8337,6.7,10,WH1,2,,,,received,,PAID,,,
