Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
PJ0PM28,28 PINK M PAJAMA,PJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
PJ0PL28,28 PINK L PAJAMA,PJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
PJBEM28,28 BLUE M PAJAMA,PJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
PJBEL28,28 BLUE L PAJAMA,PJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
PJ0SM28,28 SILVER M PAJAMA,PJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
PJ0SL28,28 SILVER L PAJAMA,PJ,UNIT,,12.99,1,,,,,,,,,,,,,,,,
PJ0PF81,81 PINK PAJAMA,PJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
PJBEF81,81 BLUE PAJAMA,PJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
PJCFM180,180 M PAJAMA,PJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
PJCFL180,180 L PAJAMA,PJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
PJ0SM181,181 SILVER M PAJAMA,PJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
PJ0SL181,181 SILVER L PAJAMA,PJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
PJ0PM181,181 PINK M PAJAMA,PJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
PJ0PL181,181 PINK L PAJAMA,PJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
PJCFM182,182 M PAJAMA,PJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
PJCFL182,182 L PAJAMA,PJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
PJ0PM8552,8552 PINK M PAJAMA,PJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
PJ0PL8552,8552 PINK L PAJAMA,PJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
PJBEM8552,8552 BLUE M PAJAMA,PJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
PJBEL8552,8552 BLUE L PAJAMA,PJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
