Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
CDCFF8085,8085 DRESS,CD,UNIT,,13.99,1,,,,,,,,,,,,,,,,
CDCFS238,238 S DRESS,CD,UNIT,,13.99,1,,,,,,,,,,,,,,,,
CDCFM238,238 M DRESS,CD,UNIT,,13.99,1,,,,,,,,,,,,,,,,
CDCFL238,238 L DRESS,CD,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYCFM9906,9906 M SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYCFL9906,9906 L SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
CDCFM282,282 M DRESS,CD,UNIT,,13.99,1,,,,,,,,,,,,,,,,
CDCFL282,282 L DRESS,CD,UNIT,,13.99,1,,,,,,,,,,,,,,,,
CDCFXL282,282 XL DRESS,CD,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0OM294,294 ORANGE M SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SY0OL294,294 ORANGE L SHRIT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYGGM294,294 GREEN M SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYGGL294,294 GREEN L SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SY0RF9905,9905 RED SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SYBBF9905,9905 BLACK SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SY0WF6504,6504 WHITE SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYGGF6504,6504 GREEN SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SY0RS340,340 RED S SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SY0RM340,340 RED M SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SY0RL340,340 RED L SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYBBS340,340 BLACK S SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYBBM340,340 BLACK M SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYBBL340,340 BLACK L SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
