Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
JK0RS96,6.1,8,WH1,2,,,,received,,PAID,,,
JK0RM96,6.1,10,WH1,2,,,,received,,PAID,,,
JK0RL96,6.1,10,WH1,2,,,,received,,PAID,,,
JK0RXL96,6.1,8,WH1,2,,,,received,,PAID,,,
JKDBM96,6.1,10,WH1,2,,,,received,,PAID,,,
JKDBL96,6.1,10,WH1,2,,,,received,,PAID,,,
JKDBXL96,6.1,8,WH1,2,,,,received,,PAID,,,
JK0GS96,6.1,8,WH1,2,,,,received,,PAID,,,
JK0GM96,6.1,12,WH1,2,,,,received,,PAID,,,
JK0GL96,6.1,12,WH1,2,,,,received,,PAID,,,
JK0GXL96,6.1,8,WH1,2,,,,received,,PAID,,,
SY0CS390,4.1,10,WH1,2,,,,received,,PAID,,,
SY0CM390,4.1,12,WH1,2,,,,received,,PAID,,,
SY0CL390,4.1,12,WH1,2,,,,received,,PAID,,,
SY0PS390,4.1,10,WH1,2,,,,received,,PAID,,,
SY0PM390,4.1,12,WH1,2,,,,received,,PAID,,,
SY0PL390,4.1,12,WH1,2,,,,received,,PAID,,,
SY0CS391,4.3,12,WH1,2,,,,received,,PAID,,,
SY0CM391,4.3,12,WH1,2,,,,received,,PAID,,,
SY0CL391,4.3,12,WH1,2,,,,received,,PAID,,,
SY0RS391,4.3,12,WH1,2,,,,received,,PAID,,,
SY0RM391,4.3,8,WH1,2,,,,received,,PAID,,,
SY0RL391,4.3,8,WH1,2,,,,received,,PAID,,,
SY0CS395,4.4,12,WH1,2,,,,received,,PAID,,,
SY0CM395,4.4,12,WH1,2,,,,received,,PAID,,,
SY0CL395,4.4,12,WH1,2,,,,received,,PAID,,,
SY0RS395,4.4,12,WH1,2,,,,received,,PAID,,,
SY0RM395,4.4,12,WH1,2,,,,received,,PAID,,,
SY0RL395,4.4,12,WH1,2,,,,received,,PAID,,,
SY0RXL395,4.4,8,WH1,2,,,,received,,PAID,,,
SYBES383,4.3,10,WH1,2,,,,received,,PAID,,,
SYBEM383,4.3,10,WH1,2,,,,received,,PAID,,,
SYBEL383,4.3,10,WH1,2,,,,received,,PAID,,,
SY0PS383,4.3,12,WH1,2,,,,received,,PAID,,,
SY0PM383,4.3,12,WH1,2,,,,received,,PAID,,,
SY0PL383,4.3,12,WH1,2,,,,received,,PAID,,,
