Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
BGBE233,5,12,WH1,2,,,,received,,PAID,,,
BG0G233,5,12,WH1,2,,,,received,,PAID,,,
BG0P233,5,12,WH1,2,,,,received,,PAID,,,
BGBB233,5,12,WH1,2,,,,received,,PAID,,,
BGBE1580,5.5,12,WH1,2,,,,received,,PAID,,,
BGBB1580,5.5,12,WH1,2,,,,received,,PAID,,,
BGCF7050,6.7,16,WH1,2,,,,received,,PAID,,,
BGBR6250,7,12,WH1,2,,,,received,,PAID,,,
BGBB6250,7,12,WH1,2,,,,received,,PAID,,,
BGBB6110,6.5,14,WH1,2,,,,received,,PAID,,,
BGBR6110,6.5,14,WH1,2,,,,received,,PAID,,,
