Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SY0WS8803,3.5,10,WH1,2,,,,received,,PAID,,,
SY0WM8803,3.5,10,WH1,2,,,,received,,PAID,,,
SY0WL8803,3.5,10,WH1,2,,,,received,,PAID,,,
SY0PS8803,3.5,10,WH1,2,,,,received,,PAID,,,
SY0PM8803,3.5,10,WH1,2,,,,received,,PAID,,,
SY0L8803,3.5,10,WH1,2,,,,received,,PAID,,,
CDCFS11333,3.8,10,WH1,2,,,,received,,PAID,,,
CDCFM11333,3.8,10,WH1,2,,,,received,,PAID,,,
CDCFL11333,3.8,10,WH1,2,,,,received,,PAID,,,
SYCFS1146,4.2,10,WH1,2,,,,received,,PAID,,,
SYCFM1146,4.2,15,WH1,2,,,,received,,PAID,,,
SYCFL1146,4.2,10,WH1,2,,,,received,,PAID,,,
CDCFM1142,4.5,10,WH1,2,,,,received,,PAID,,,
CDCFL1142,4.5,10,WH1,2,,,,received,,PAID,,,
CDCFXL1142,4.5,10,WH1,2,,,,received,,PAID,,,
SYCFS1181,3.2,10,WH1,2,,,,received,,PAID,,,
SYCFM1181,3.2,10,WH1,2,,,,received,,PAID,,,
SYCFL1181,3.2,10,WH1,2,,,,received,,PAID,,,
JKCFS1317,5.7,10,WH1,2,,,,received,,PAID,,,
JKCFM1317,5.7,10,WH1,2,,,,received,,PAID,,,
JKCFL1317,5.7,10,WH1,2,,,,received,,PAID,,,
JKCFXL1317,5.7,10,WH1,2,,,,received,,PAID,,,
JK0PS1302,5.7,5,WH1,2,,,,received,,PAID,,,
JK0PM1302,5.7,5,WH1,2,,,,received,,PAID,,,
JK0PL1302,5.7,5,WH1,2,,,,received,,PAID,,,
JK0PXL1302,5.7,5,WH1,2,,,,received,,PAID,,,
JK0GS1302,5.7,5,WH1,2,,,,received,,PAID,,,
JK0GM1302,5.7,5,WH1,2,,,,received,,PAID,,,
JK0GL1302,5.7,5,WH1,2,,,,received,,PAID,,,
JK0GXL1302,5.7,5,WH1,2,,,,received,,PAID,,,
JK0RS1297,5.7,5,WH1,2,,,,received,,PAID,,,
JK0RM1297,5.7,5,WH1,2,,,,received,,PAID,,,
JK0RL1297,5.7,5,WH1,2,,,,received,,PAID,,,
JKBBS1297,5.7,5,WH1,2,,,,received,,PAID,,,
JKBBM1297,5.7,5,WH1,2,,,,received,,PAID,,,
JKBBL1297,5.7,5,WH1,2,,,,received,,PAID,,,
JKBBXL1297,5.7,5,WH1,2,,,,received,,PAID,,,
JK0PS1303,6.5,5,WH1,2,,,,received,,PAID,,,
JK0PM1303,6.5,5,WH1,2,,,,received,,PAID,,,
JK0PL1303,6.5,5,WH1,2,,,,received,,PAID,,,
JK0PXL1303,6.5,5,WH1,2,,,,received,,PAID,,,
JK0GS1303,6.5,5,WH1,2,,,,received,,PAID,,,
JK0GM1303,6.5,5,WH1,2,,,,received,,PAID,,,
JK0GL1303,6.5,5,WH1,2,,,,received,,PAID,,,
JK0GXL1303,6.5,5,WH1,2,,,,received,,PAID,,,
