Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
SYCFM9111,9111 M SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYCFL9111,9111 L SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
LP0GF8866,8866 GRAY PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LPBEF8866,8866 BLUE PANT,LP,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SH0CS8868,8868 CREAM S SHORT,SH,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SH0CM8868,8868 CREAM M SHORT,SH,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYCFM10519,10519 M SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SYCFL10519,10519 L SHIRT,SY,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SYBEF10518,10518 BLUE SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SY0WF10518,10518 WHITE SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SYBEF10517,10517 BLUE SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0WF10517,10517 WHITE SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
