Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
LPBBS1560,1560 BLACK S PANT,LP,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LPBBM1560,1560 BLACK M PANT,LP,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LPBBL1560,1560 BLACK L PANT,LP,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LPBBXL1560,1560 BLACK XL PANT,LP,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SYCFM1751,1751 M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYCFS1751,1751 S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
CDBBS8908,8908 BLACK S DRESS,CD,UNIT,,14.99,1,,,,,,,,,,,,,,,,
CDBBM8908,8908 BLACK M DRESS,CD,UNIT,,14.99,1,,,,,,,,,,,,,,,,
CDBBL8908,8908 BLACK L DRESS,CD,UNIT,,14.99,1,,,,,,,,,,,,,,,,
JK0WF6381,6381 WHITE JAKCET,JK,UNIT,,15.99,1,,,,,,,,,,,,,,,,
JKBBF6381,6381 BLACK JACKET,JK,UNIT,,15.99,1,,,,,,,,,,,,,,,,
CDCFS6984,6984 S DRESS,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
CDCFM6984,6984 M DRESS,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
CDCFL6984,6984 L DRESS,CD,UNIT,,16.99,1,,,,,,,,,,,,,,,,
