Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
SYCFF8830,8830 SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SY0GF1066,1066 GRAY SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYBBF1066,1066 BLACK SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYCFS6650,6650 S SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYCFM6650,6650 M SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYCFL6650,6650 L SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
LJCFS8802,8802 S JEAN,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJCFM8802,8802 M JEAN,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
LJCFL8802,8802 L JEAN,LJ,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SYCFF9286,9286 SHIRT,SY,UNIT,,12.99,1,,,,,,,,,,,,,,,,
LJCFS6350,6350 S JEAN,LJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LJCFM6350,6350 M JEAN,LJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LJCFL6350,6350 L JEAN,LJ,UNIT,,15.99,1,,,,,,,,,,,,,,,,
CDCFF2230,2230 DRESS,CD,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SHCFM8348,8348 M SHORT,SH,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SHCFL8348,8348 L SHORT,SH,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SY0OM7350,7350 ORANGE M SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SY0OL7350,7350 ORANGE L SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYBEM7350,7350 BLUE M SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYBEL7350,7350 BLUE L SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
