Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
JKCFS8048,5.8,10,WH1,2,,,,received,,PAID,,,
JKCFM8048,5.8,12,WH1,2,,,,received,,PAID,,,
JKCFL8048,5.8,12,WH1,2,,,,received,,PAID,,,
JKCFXL8048,5.8,10,WH1,2,,,,received,,PAID,,,
CDBES666,4.3,10,WH1,2,,,,received,,PAID,,,
CDBEM666,4.3,12,WH1,2,,,,received,,PAID,,,
CDBEL666,4.3,10,WH1,2,,,,received,,PAID,,,
CDBBS666,4.3,10,WH1,2,,,,received,,PAID,,,
CDBBM666,4.3,12,WH1,2,,,,received,,PAID,,,
CDBBL666,4.3,12,WH1,2,,,,received,,PAID,,,
JK0GS1302,6.1,8,WH1,2,,,,received,,PAID,,,
JK0GM1302,6.1,10,WH1,2,,,,received,,PAID,,,
JK0GL1302,6.1,10,WH1,2,,,,received,,PAID,,,
JK0PS1302,6.1,10,WH1,2,,,,received,,PAID,,,
JK0PM1302,6.1,6,WH1,2,,,,received,,PAID,,,
JKBBS1297,6.1,12,WH1,2,,,,received,,PAID,,,
JKBBM1297,6.1,12,WH1,2,,,,received,,PAID,,,
JKBBL1297,6.1,L 12,WH1,2,,,,received,,PAID,,,
JKBBXL1297,6.1,12,WH1,2,,,,received,,PAID,,,
JK0RS1297,6.1,10,WH1,2,,,,received,,PAID,,,
JK0RM1297,6.1,10,WH1,2,,,,received,,PAID,,,
JK0RL1297,6.1,10,WH1,2,,,,received,,PAID,,,
JK0RXL1297,6.1,10,WH1,2,,,,received,,PAID,,,
