Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SY0PS8280,8.4,10,WH1,2,,,,received,,PAID,,,
SY0PM8280,8.4,10,WH1,2,,,,received,,PAID,,,
SYBES8280,8.4,10,WH1,2,,,,received,,PAID,,,
SYBEM8280,8.4,10,WH1,2,,,,received,,PAID,,,
SY0WS8280,8.4,10,WH1,2,,,,received,,PAID,,,
SY0WM8280,8.4,10,WH1,2,,,,received,,PAID,,,
SY0PS8663,8.3,10,WH1,2,,,,received,,PAID,,,
SY0PM8663,8.3,10,WH1,2,,,,received,,PAID,,,
SY0PL8663,8.3,10,WH1,2,,,,received,,PAID,,,
SYBBS8663,8.3,10,WH1,2,,,,received,,PAID,,,
SYBBM8663,8.3,10,WH1,2,,,,received,,PAID,,,
SYBBL8663,8.3,10,WH1,2,,,,received,,PAID,,,
SY0GS8663,8.3,10,WH1,2,,,,received,,PAID,,,
SY0GM8663,8.3,10,WH1,2,,,,received,,PAID,,,
SY0GL8663,8.3,10,WH1,2,,,,received,,PAID,,,
SYCFSJ601,5.4,10,WH1,2,,,,received,,PAID,,,
SYCFMJ601,5.4,10,WH1,2,,,,received,,PAID,,,
SYCFLJ601,5.4,11,WH1,2,,,,received,,PAID,,,
SYCFS9001,7.8,10,WH1,2,,,,received,,PAID,,,
SYCFM9001,7.8,10,WH1,2,,,,received,,PAID,,,
