Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
SY0PS6202,6202 PINK S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0PM6202,6202 PINK M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0PL6202,6202 PINK L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYBES6202,6202 BLUE S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYBEM6202,6202 BLUE M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYBEL6202,6202 BLUE L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYBES6812,6812 BLUE S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYBEL6812,6812 BLUE L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0WS6812,6812 WHITE S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0WM6812,6812 WHITE M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0WL6812,6812 WHITE L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYCFS3209,3209 S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYCFM3209,3209 M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYCFL3209,3209 L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYCFF7334,7334 SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0RS1224,1224 RED S SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SY0RM1224,1224 RED M SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SY0RL1224,1224 RED L SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SY0PS9199,9199 PINK S SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SY0PM9199,9199 PINK M SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SY0WS9199,9199 WHITE S SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SY0WM9199,9199 WHITE M SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
LP0GF1790,1790 GRAY PANT,LP,UNIT,,6.99,1,,,,,,,,,,,,,,,,
LPBEF1790,1790 BLUE PANT,LP,UNIT,,6.99,1,,,,,,,,,,,,,,,,
SYBRF9010,9010 BROWN SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY0RF9010,9010 RED SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY0CF9062,9062 CREAM SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY0WF9062,9062 WHITE SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY0PF9062,9062 PINK SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SYCFF9063,9063 SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY0GL6812,6812 GRAY L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
