Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
NLCFN0540,N0540 NECKLACE,NL,UNIT,,4.99,1,,,,,,,,,,,,,,,,
NLCFN3120,N3120 NECKLACE,NL,UNIT,,4.99,1,,,,,,,,,,,,,,,,
NLCFN3201,N3201 NECKLACE,NL,UNIT,,3.99,1,,,,,,,,,,,,,,,,
NLCFN3205,N3205 NECKLACE,NL,UNIT,,4.99,1,,,,,,,,,,,,,,,,
NLCFN3203,N3203 NECKLACE,NL,UNIT,,3.99,1,,,,,,,,,,,,,,,,
NLCFN3389,N3389 NECKLACE,NL,UNIT,,4.99,1,,,,,,,,,,,,,,,,
NLCFN3479,N3479 NECKLACE,NL,UNIT,,4.99,1,,,,,,,,,,,,,,,,
ERCFB2700,B2700 EARRING,ER,UNIT,,3.99,1,,,,,,,,,,,,,,,,
NLCFN4075,N4075 NECKLACE,NL,UNIT,,4.99,1,,,,,,,,,,,,,,,,
ERCFE2975,E2975 EARRING,ER,UNIT,,4.99,1,,,,,,,,,,,,,,,,
ERCFE3104,E3104 EARRING,ER,UNIT,,3.99,1,,,,,,,,,,,,,,,,
NL0GN4702,N4702 GOLD NECKLACE,NL,UNIT,,5.99,1,,,,,,,,,,,,,,,,
NL0SN4702,N4702 SILVER NECKLACE,NL,UNIT,,5.99,1,,,,,,,,,,,,,,,,
