Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
SY0RF3170,3170 RED SHIRT,SY,UNIT,,4.99,1,,,,,,,,,,,,,,,,
SY0YF3170,3170 YELLOW SHIRT,SY,UNIT,,4.99,1,,,,,,,,,,,,,,,,
SYGGF3170,3170 GREEN SHIRT,SY,UNIT,,4.99,1,,,,,,,,,,,,,,,,
SY0PF3170,3170 PINK SHIRT,SY,UNIT,,4.99,1,,,,,,,,,,,,,,,,
SYBEF3170,3170 BLUE SHIRT,SY,UNIT,,4.99,1,,,,,,,,,,,,,,,,
SY0RF3171,3171 RED SHIRT,SY,UNIT,,4.99,1,,,,,,,,,,,,,,,,
SY0PF3171,3171 PINK SHIRT,SY,UNIT,,4.99,1,,,,,,,,,,,,,,,,
SYBBF3171,3171 BLACK SHIRT,SY,UNIT,,4.99,1,,,,,,,,,,,,,,,,
SYDBF3171,3171 DARK BLUE SHIRT,SY,UNIT,,4.99,1,,,,,,,,,,,,,,,,
SY0GF3171,3171 GRAY SHIRT,SY,UNIT,,4.99,1,,,,,,,,,,,,,,,,
SY0CF3172,3172 CREAM SHIRT,SY,UNIT,,9.99,1,,,,,,,,,,,,,,,,
SYBBF3172,3172 BLACK SHIRT,SY,UNIT,,9.99,1,,,,,,,,,,,,,,,,
SYGGF3172,3172 GREEN SHIRT,SY,UNIT,,9.99,1,,,,,,,,,,,,,,,,
SY0PF3172,3172 PINK SHIRT,SY,UNIT,,9.99,1,,,,,,,,,,,,,,,,
SY0WF3172,3172 WHITE SHIRT,SY,UNIT,,9.99,1,,,,,,,,,,,,,,,,
SY0GF3173,3173 GRAY SHIRT,SY,UNIT,,4.99,1,,,,,,,,,,,,,,,,
SY0CF3173,3173 CREAM SHIRT,SY,UNIT,,4.99,1,,,,,,,,,,,,,,,,
SYBEF3174,3174 BLUE SHIRT,SY,UNIT,,8.99,1,,,,,,,,,,,,,,,,
SY0WF3174,3174 WHITE SHIRT,SY,UNIT,,8.99,1,,,,,,,,,,,,,,,,
SYBBF3174,3174 BLACK SHIRT,SY,UNIT,,8.99,1,,,,,,,,,,,,,,,,
SY0PF3174,3174 PINK SHIRT,SY,UNIT,,8.99,1,,,,,,,,,,,,,,,,
SYBEF3175,3175 BLUE SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SYDBF3175,3175 DARK BLUE SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SYBBF3175,3175 BLACK SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
SY0PF3175,3175 PINK SHIRT,SY,UNIT,,10.99,1,,,,,,,,,,,,,,,,
