Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
BG0G5911,2,25,WH1,2,,,,received,,PAID,,,
BGBE5911,2,20,WH1,2,,,,received,,PAID,,,
BGBE5115,1.8,20,WH1,2,,,,received,,PAID,,,
BG0P5115,1.8,20,WH1,2,,,,received,,PAID,,,
BGDP5115,1.8,20,WH1,2,,,,received,,PAID,,,
BGBB5115,1.8,25,WH1,2,,,,received,,PAID,,,
BGBE7611,1.9,20,WH1,2,,,,received,,PAID,,,
BGBB7611,1.9,20,WH1,2,,,,received,,PAID,,,
BG0P7611,1.9,20,WH1,2,,,,received,,PAID,,,
BG0G7615,2,25,WH1,2,,,,received,,PAID,,,
BG0R7615,2,25,WH1,2,,,,received,,PAID,,,
BGBB7615,2,20,WH1,2,,,,received,,PAID,,,
BGBE7513,2.1,20,WH1,2,,,,received,,PAID,,,
BG0G7513,2.1,20,WH1,2,,,,received,,PAID,,,
