Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
SY0CS390,390 CREAM S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0CM390,390 CREAM M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0CL390,390 CREAM L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0PS390,390 PINK S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0PM390,390 PINK M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0PL390,390 PINK L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0CS391,391 CREAM S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0CM391,391 CREAM M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0CL391,391 CREAM L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0RS391,391 RED S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0RM391,391 RED M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0RL391,391 RED L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0CS395,395 CREAM S SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SY0CM395,395 CREAM M SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SY0CL395,395 CREAM L SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SY0RS395,395 RED S SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SY0RM395,395 RED M SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SY0RL395,395 RED L SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SY0RXL395,395 RED XL SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SYBES383,383 BLUE S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYBEM383,383 BLUE M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYBEL383,383 BLUE L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0PS383,383 PINK S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0PM383,383 PINK M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0PL383,383 PINK L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
