Product Code,Net Unit Cost,Quantity,Warehouse Code,Supplier No,Reference No,Date,Shop ID,Purchase Status,Payment Term,Payment Status,Shipping,Order Discount,Order Tax
SYCFM9111,5,4,WH1,2,,,,received,,PAID,,,
SYCFL9111,5,16,WH1,2,,,,received,,PAID,,,
LP0GF8866,5.94,10,WH1,2,,,,received,,PAID,,,
LPBEF8866,5.94,10,WH1,2,,,,received,,PAID,,,
SH0CS8868,5.79,10,WH1,2,,,,received,,PAID,,,
SH0CM8868,5.79,10,WH1,2,,,,received,,PAID,,,
SYCFM10519,6.5,15,WH1,2,,,,received,,PAID,,,
SYCFL10519,6.5,10,WH1,2,,,,received,,PAID,,,
SYBEF10518,5.9,20,WH1,2,,,,received,,PAID,,,
SY0WF10518,5.9,20,WH1,2,,,,received,,PAID,,,
SYBEF10517,5.3,20,WH1,2,,,,received,,PAID,,,
SY0WF10517,5.3,20,WH1,2,,,,received,,PAID,,,
SYBE6591,6.2,5,WH1,2,,,,received,,PAID,,,
SY0W6591,6.2,5,WH1,2,,,,received,,PAID,,,
SKBB9116,5.3,1,WH1,2,,,,received,,PAID,,,
