Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
SH0WS50706,50706 WHITE S SHORT,SH,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SH0WM50706,50706 WHITE M SHORT,SH,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYBBS50706,50706 BLACK S SHORT,SH,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYBBM50706,50706 BLACK M SHORT,SH,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYCFF50636,50636 SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYCFS50661,50661 S SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYCFM50661,50661 M SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SKCFM61109,61109 M SKIRT,SK,UNIT,,12.99,1,,,,,,,,,,,,,,,,
SYCFS50760,50760 S SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYCFM50760,50760 M SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
