Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
LP0WS1867,1867 WHITE S PANT,LP,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LP0WM1867,1867 WHITE M PANT,LP,UNIT,,15.99,1,,,,,,,,,,,,,,,,
LP0WL1867,1867 WHITE L PANT,LP,UNIT,,15.99,1,,,,,,,,,,,,,,,,
SYBEF3900,3900 BLUE SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SY0CF3900,3900 CREAM SHIRT,SY,UNIT,,14.99,1,,,,,,,,,,,,,,,,
SY0PS3901,3901 PINK S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0PM3901,3901 PINK M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0PL3901,3901 PINK L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYBES3901,3901 BLUE S SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYBEM3901,3901 BLUE M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYBEL3901,3901 BLUE L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0PM3902,3902 PINK M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SY0PL3902,3902 PINK L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYBEM3902,3902 BLUE M SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
SYBEL3902,3902 BLUE L SHIRT,SY,UNIT,,13.99,1,,,,,,,,,,,,,,,,
