Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
SK0RS1662,1662 RED S SKIRT,SK,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SK0RM1662,1662 RED M SKIRT,SK,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SK0RL1662,1662 RED L SKIRT,SK,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SK0RXL1662,1662 RED XL SKIRT,SK,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SKBBS1662,1662 BLACK S SKIRT,SK,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SKBBM1662,1662 BLACK M SKIRT,SK,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SKBBL1662,1662 BLACK L SKIRT,SK,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SKBBXL1662,1662 BLACK XL SKIRT,SK,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SYBES5316,5316 BLUE S SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SYBEM5316,5316 BLUE M SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SYBEL5316,5316 BLUE L SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY0WS5316,5316 WHITE S SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY0WM5316,5316 WHITE M SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY0WL5316,5316 WHITE L SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY0PS5316,5316 PINK S SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY0PM5316,5316 PINK M SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SY0PL5316,5316 PINK L SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
CDCFS2266,2266 S DRESS,CD,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CDCFM2266,2266 M DRESS,CD,UNIT,,19.99,1,,,,,,,,,,,,,,,,
CDCFL2266,2266 L DRESS,CD,UNIT,,19.99,1,,,,,,,,,,,,,,,,
