Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Supplier1(No),Supplier2(No),Supplier3(No),Supplier4(No),Supplier5(No),Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,Image
SY0PS8280,8280 PINK S SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SY0PM8280,8280 PINK M SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SYBES8280,8280 BLUE S SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SYBEM8280,8080 BLUE M SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SY0WS8280,8280 WHITE S SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SY0WM8280,8280 WHITE M SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SY0PS8663,8663 PINK S SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SY0PM8663,8663 PINK M SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SY0PL8663,8663 PINK L SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SYBBS8663,8663 BLACK S SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SYBBM8663,8663 BLACK M SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SYBBL8663,8663 BLACK L SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SY0GS8663,8663 GRAY S SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SY0GM8663,8663 GRAY M SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SY0GL8663,8663 GRAY L SHIRT,SY,UNIT,,17.99,1,,,,,,,,,,,,,,,,
SYCFSJ601,J601 S SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYCFMJ601,J601 M SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYCFLJ601,J601 L SHIRT,SY,UNIT,,11.99,1,,,,,,,,,,,,,,,,
SYCFS9001,9001 S SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
SYCFM9001,9001 M SHIRT,SY,UNIT,,16.99,1,,,,,,,,,,,,,,,,
